distance_mm,free_space_delay_ps,gaussian_w0_um_zR_eq_distance,approx_2w0_aperture_um
0.1,0.33356409519815206,7.024103669400642,14.048207338801284
0.5,1.6678204759907604,15.706373285785544,31.412746571571088
1.0,3.335640951981521,22.212166116452387,44.424332232904774
2.0,6.671281903963042,31.412746571571088,62.825493143142175
5.0,16.678204759907604,49.66791336390505,99.3358267278101
10.0,33.35640951981521,70.24103669400641,140.48207338801282
20.0,66.71281903963042,99.3358267278101,198.6716534556202
