distance_mm,light_delay_ps,acoustic_longitudinal_delay_ns,thermal_diffusion_time_us_first_order
0.1,0.33356409519815206,11.8581750266809,113.63636363636364
0.5,1.6678204759907604,59.2908751334045,2840.909090909091
1.0,3.335640951981521,118.581750266809,11363.636363636364
5.0,16.678204759907604,592.908751334045,284090.90909090906
10.0,33.35640951981521,1185.81750266809,1136363.6363636362
20.0,66.71281903963042,2371.63500533618,4545454.545454545
