regions,sleep_epochs,fallback_queries_during_invalid_windows,rebuild_requests,regions_inspected_by_consolidator,rebuilds,reused_existing_archetypes,new_local_structures_created,fingerprint_lookups,exact_candidate_evaluations,config_writes,validity_bit_writes,final_archetype_count,final_accuracy_preserved,initial_archetypes,injected_first_shift_invalid_regions,injected_second_shift_invalid_regions,injected_novel_structural_changes,whole_model_regions_inspected_baseline,whole_model_candidate_checks_baseline,local_region_inspection_reduction_pct,candidate_check_reduction_pct,continuous_exact_metadata_reduction_pct,rebuild_rule
349,194,610,12,12,12,5,7,12,27,12,38,19,1.0,12,18,8,9,67706,270824,99.98227631229138,99.98559950373675,95.83333333333334,first exact fallback supplies structural fingerprint; reuse existing archetype first; deep search only on fingerprint miss
