edge_contact_cost_x_face,vertex_contact_cost_x_face,mean_face_only_hops,mean_embodied_hops,hop_reduction_percent,mean_face_only_energy_fj,mean_embodied_energy_fj,energy_reduction_percent
1.25,1.5,11.876819137223501,7.475928335501952,37.05445667627103,1.7815228705835253,1.2864226553898508,27.790842507203283
1.5,2.0,11.876819137223501,7.475928335501952,37.05445667627103,1.7815228705835253,1.4514560604544087,18.527228338135536
2.0,3.0,11.876819137223501,7.475928335501952,37.05445667627103,1.7815228705835253,1.7815228705835253,0.0
