swing_V,kick_per_line_mV,max_aligned_transitions_before_18mV_screen,margin_after_8_lines_mV,margin_after_32_lines_mV
0.0903,0.15524929288447675,45,23.758005656924187,20.032022627696744
0.2,0.3438522544506683,20,22.249181964394655,13.996727857578614
0.3,0.5157783816760025,13,20.87377294659198,8.495091786367919
0.5,0.8596306361266708,8,18.122954910986635,-2.5081803560534652
0.9,1.5473351450280073,4,12.621318839775943,-24.51472464089623
1.2,2.06311352670401,3,8.495091786367919,-41.01963285452832
1.8,3.0946702900560146,2,0.24263767955188373,-74.02944928179247
