service_reserve_pct,usable_all_surface_mm2,outer_only_mm2,capacity_ratio_vs_outer
20.0,420.608,280.0,1.5021714285714285
30.0,368.032,280.0,1.3144
40.0,315.45599999999996,280.0,1.1266285714285713
50.0,262.88,280.0,0.9388571428571428
