optional_module_copies_universal,optional_module_copies_patch,optional_module_copy_reduction_pct,mean_total_hardware_reduction_pct,p05_total_hardware_reduction_pct,median_total_hardware_reduction_pct,p95_total_hardware_reduction_pct,p05_interface_headroom_base_units_per_installed_patch,median_interface_headroom_base_units_per_installed_patch
320,60,81.25,73.37906376801462,65.74052917045513,73.92344066213562,78.96682414161992,3.7627064430800132,9.314740331777394
